country,year_raw,value,year
Congo,1993,60000,1993
Costa Rica,1993,141840000,1993
Côte d'Ivoire,1993,241980000,1993
Cuba,1993,6960000,1993
Democratic Republic of Congo,1993,55200000,1993
Dominican Republic,1993,19860000,1993
Ecuador,1993,95940000,1993
El Salvador,1993,176820000,1993
Equatorial Guinea,1993,120000,1993
Ethiopia,1993,70020000,1993
Gabon,1993,120000,1993
Ghana,1993,2820000,1993
Guatemala,1993,225060000,1993
Guinea,1993,900000,1993
Guyana,1993,0,1993
Haiti,1993,9540000,1993
Honduras,1993,102300000,1993
India,1993,126120000,1993
Indonesia,1993,339720000,1993
Jamaica,1993,1440000,1993
Kenya,1993,86340000,1993
Lao People's Democratic Republic,1993,8520000,1993
Liberia,1993,0,1993
Madagascar,1993,37680000,1993
Malawi,1993,6240000,1993
Mexico,1993,195840000,1993
Nepal,1993,0,1993
Nicaragua,1993,28560000,1993
Nigeria,1993,600000,1993
Panama,1993,7740000,1993
Papua New Guinea,1993,63300000,1993
Paraguay,1993,3480000,1993
Peru,1993,46500000,1993
Philippines,1993,2100000,1993
Rwanda,1993,28860000,1993
Sierra Leone,1993,2460000,1993
Sri Lanka,1993,840000,1993
Tanzania,1993,62220000,1993
Thailand,1993,58920000,1993
Timor-Leste,1993,0,1993
Togo,1993,13080000,1993
Trinidad & Tobago,1993,600000,1993
Uganda,1993,109740000,1993
Venezuela,1993,31500000,1993
Viet Nam,1993,124320000,1993
Yemen,1993,3060000,1993
Zambia,1993,1380000,1993
Zimbabwe,1993,4200000,1993
Angola,1994,480000,1994
Bolivia (Plurinational State of),1994,5040000,1994
Brazil,1994,1036380000,1994
Burundi,1994,30480000,1994
Cameroon,1994,32760000,1994
Central African Republic,1994,8220000,1994
Colombia,1994,706080000,1994
Congo,1994,60000,1994
Costa Rica,1994,126300000,1994
Côte d'Ivoire,1994,146640000,1994
Cuba,1994,8160000,1994
Democratic Republic of Congo,1994,45660000,1994
Dominican Republic,1994,19920000,1994
Ecuador,1994,128700000,1994
El Salvador,1994,125580000,1994
Equatorial Guinea,1994,60000,1994
Ethiopia,1994,88500000,1994
Gabon,1994,300000,1994
Ghana,1994,660000,1994
Guatemala,1994,196440000,1994
Guinea,1994,3000000,1994
Guyana,1994,0,1994
Haiti,1994,6180000,1994
Honduras,1994,103080000,1994
India,1994,149760000,1994
Indonesia,1994,276300000,1994
Jamaica,1994,960000,1994
Kenya,1994,81480000,1994
Lao People's Democratic Republic,1994,9180000,1994
Liberia,1994,0,1994
Madagascar,1994,26160000,1994
Malawi,1994,4680000,1994
Mexico,1994,167340000,1994
Nepal,1994,0,1994
Nicaragua,1994,37440000,1994
Nigeria,1994,480000,1994
Panama,1994,4560000,1994
Papua New Guinea,1994,69420000,1994
Paraguay,1994,2880000,1994
Peru,1994,63420000,1994
Philippines,1994,7560000,1994
Rwanda,1994,1800000,1994
Sierra Leone,1994,3720000,1994
Sri Lanka,1994,2820000,1994
Tanzania,1994,37920000,1994
Thailand,1994,68160000,1994
Timor-Leste,1994,0,1994
Togo,1994,9960000,1994
Trinidad & Tobago,1994,300000,1994
Uganda,1994,202140000,1994
Venezuela,1994,23160000,1994
Viet Nam,1994,163260000,1994
Yemen,1994,5580000,1994
Zambia,1994,1440000,1994
Zimbabwe,1994,1920000,1994
Angola,1995,2460000,1995
Bolivia (Plurinational State of),1995,5640000,1995
Brazil,1995,868080000,1995
Burundi,1995,31680000,1995
Cameroon,1995,24420000,1995
Central African Republic,1995,13920000,1995
Colombia,1995,588840000,1995
Congo,1995,1140000,1995
Costa Rica,1995,124020000,1995
Côte d'Ivoire,1995,149640000,1995
Cuba,1995,7320000,1995
Democratic Republic of Congo,1995,63060000,1995
Dominican Republic,1995,27060000,1995
Ecuador,1995,92400000,1995
El Salvador,1995,108420000,1995
Equatorial Guinea,1995,180000,1995
Ethiopia,1995,76560000,1995
Gabon,1995,180000,1995
Ghana,1995,2280000,1995
Guatemala,1995,222060000,1995
Guinea,1995,9120000,1995
Guyana,1995,0,1995
Haiti,1995,9120000,1995
Honduras,1995,107760000,1995
India,1995,148020000,1995
Indonesia,1995,236820000,1995
Jamaica,1995,1560000,1995
Kenya,1995,87000000,1995
Lao People's Democratic Republic,1995,9900000,1995
Liberia,1995,0,1995
Madagascar,1995,35100000,1995
Malawi,1995,5520000,1995
Mexico,1995,217560000,1995
Nepal,1995,0,1995
Nicaragua,1995,40860000,1995
Nigeria,1995,900000,1995
Panama,1995,10860000,1995
Papua New Guinea,1995,60120000,1995
Paraguay,1995,1260000,1995
Peru,1995,105600000,1995
Philippines,1995,3420000,1995
Rwanda,1995,18840000,1995
Sierra Leone,1995,4260000,1995
Sri Lanka,1995,1320000,1995
Tanzania,1995,44700000,1995
Thailand,1995,72600000,1995
Timor-Leste,1995,0,1995
Togo,1995,12000000,1995
Trinidad & Tobago,1995,240000,1995
Uganda,1995,184740000,1995
Venezuela,1995,5820000,1995
Viet Nam,1995,212760000,1995
Yemen,1995,4620000,1995
Zambia,1995,1260000,1995
Zimbabwe,1995,9420000,1995
Angola,1996,3120000,1996
Bolivia (Plurinational State of),1996,7380000,1996
Brazil,1996,915060000,1996
Burundi,1996,13440000,1996
Cameroon,1996,33840000,1996
Central African Republic,1996,5880000,1996
Colombia,1996,635280000,1996
Congo,1996,780000,1996
Costa Rica,1996,145800000,1996
Côte d'Ivoire,1996,165060000,1996
Cuba,1996,6720000,1996
Democratic Republic of Congo,1996,52920000,1996
Dominican Republic,1996,27180000,1996
Ecuador,1996,92340000,1996
El Salvador,1996,138840000,1996
Equatorial Guinea,1996,120000,1996
Ethiopia,1996,110280000,1996
Gabon,1996,120000,1996
Ghana,1996,240000,1996
Guatemala,1996,238740000,1996
Guinea,1996,1920000,1996
Guyana,1996,0,1996
Haiti,1996,9360000,1996
Honduras,1996,123600000,1996
India,1996,186180000,1996
Indonesia,1996,386400000,1996
Jamaica,1996,1620000,1996
Kenya,1996,114120000,1996
Lao People's Democratic Republic,1996,8640000,1996
Liberia,1996,0,1996
Madagascar,1996,43080000,1996
Malawi,1996,3600000,1996
Mexico,1996,277980000,1996
Nepal,1996,0,1996
Nicaragua,1996,49320000,1996
Nigeria,1996,420000,1996
Panama,1996,8340000,1996
Papua New Guinea,1996,65400000,1996
Paraguay,1996,960000,1996
Peru,1996,100740000,1996
Philippines,1996,1620000,1996
Rwanda,1996,15900000,1996
Sierra Leone,1996,1740000,1996
Sri Lanka,1996,720000,1996
Tanzania,1996,58200000,1996
Thailand,1996,52380000,1996
Timor-Leste,1996,0,1996
Togo,1996,5100000,1996
Trinidad & Tobago,1996,240000,1996
Uganda,1996,279300000,1996
Venezuela,1996,29700000,1996
Viet Nam,1996,226740000,1996
Yemen,1996,2520000,1996
Zambia,1996,2160000,1996
Zimbabwe,1996,9000000,1996
Angola,1997,3000000,1997
Bolivia (Plurinational State of),1997,6660000,1997
Brazil,1997,1008060000,1997
Burundi,1997,31740000,1997
Cameroon,1997,82080000,1997
Central African Republic,1997,12180000,1997
Colombia,1997,655140000,1997
Congo,1997,180000,1997
Costa Rica,1997,125940000,1997
Côte d'Ivoire,1997,282780000,1997
Cuba,1997,6420000,1997
Democratic Republic of Congo,1997,32640000,1997
Dominican Republic,1997,18420000,1997
Ecuador,1997,62700000,1997
El Salvador,1997,166320000,1997
Equatorial Guinea,1997,60000,1997
Ethiopia,1997,118800000,1997
Gabon,1997,0,1997
Ghana,1997,1800000,1997
Guatemala,1997,254640000,1997
Guinea,1997,6840000,1997
Guyana,1997,0,1997
Haiti,1997,6060000,1997
Honduras,1997,103320000,1997
India,1997,158400000,1997
Indonesia,1997,345300000,1997
Jamaica,1997,1800000,1997
Kenya,1997,69540000,1997
Lao People's Democratic Republic,1997,6600000,1997
Liberia,1997,0,1997
Madagascar,1997,28800000,1997
Malawi,1997,3600000,1997
Mexico,1997,270120000,1997
Nepal,1997,0,1997
Nicaragua,1997,42840000,1997
Nigeria,1997,420000,1997
Panama,1997,7440000,1997
Papua New Guinea,1997,62580000,1997
Paraguay,1997,2100000,1997
Peru,1997,98880000,1997
Philippines,1997,1860000,1997
Rwanda,1997,13080000,1997
Sierra Leone,1997,2820000,1997
Sri Lanka,1997,1260000,1997
Tanzania,1997,39300000,1997
Thailand,1997,63960000,1997
Timor-Leste,1997,0,1997
Togo,1997,18780000,1997
Trinidad & Tobago,1997,240000,1997
Uganda,1997,210120000,1997
Venezuela,1997,6300000,1997
Viet Nam,1997,370680000,1997
Yemen,1997,4800000,1997
Zambia,1997,2340000,1997
Zimbabwe,1997,6540000,1997
Angola,1998,3240000,1998
Bolivia (Plurinational State of),1998,5820000,1998
Brazil,1998,1088640000,1998
Burundi,1998,22440000,1998
Cameroon,1998,44760000,1998
Central African Republic,1998,6120000,1998
Colombia,1998,675600000,1998
Congo,1998,0,1998
Costa Rica,1998,122700000,1998
Côte d'Ivoire,1998,261900000,1998
Cuba,1998,9120000,1998
Democratic Republic of Congo,1998,38400000,1998
Dominican Republic,1998,21600000,1998
Ecuador,1998,63360000,1998
El Salvador,1998,101040000,1998
Equatorial Guinea,1998,120000,1998
Ethiopia,1998,115020000,1998
Gabon,1998,120000,1998
Ghana,1998,1080000,1998
Guatemala,1998,212520000,1998
Guinea,1998,13680000,1998
Guyana,1998,0,1998
Haiti,1998,7620000,1998
Honduras,1998,139740000,1998
India,1998,209220000,1998
Indonesia,1998,335880000,1998
Jamaica,1998,1020000,1998
Kenya,1998,50460000,1998
Lao People's Democratic Republic,1998,6720000,1998
Liberia,1998,180000,1998
Madagascar,1998,47760000,1998
Malawi,1998,3540000,1998
Mexico,1998,203940000,1998
Nepal,1998,0,1998
Nicaragua,1998,56460000,1998
Nigeria,1998,600000,1998
Panama,1998,8700000,1998
Papua New Guinea,1998,80940000,1998
Paraguay,1998,1140000,1998
Peru,1998,116940000,1998
Philippines,1998,1260000,1998
Rwanda,1998,12840000,1998
Sierra Leone,1998,2520000,1998
Sri Lanka,1998,1620000,1998
Tanzania,1998,44520000,1998
Thailand,1998,46680000,1998
Timor-Leste,1998,0,1998
Togo,1998,9960000,1998
Trinidad & Tobago,1998,300000,1998
Uganda,1998,197160000,1998
Venezuela,1998,16080000,1998
Viet Nam,1998,388020000,1998
Yemen,1998,4260000,1998
Zambia,1998,1980000,1998
Zimbabwe,1998,9180000,1998
Angola,1999,3000000,1999
Bolivia (Plurinational State of),1999,7440000,1999
Brazil,1999,1388940000,1999
Burundi,1999,24540000,1999
Cameroon,1999,69240000,1999
Central African Republic,1999,11700000,1999
Colombia,1999,599700000,1999
Congo,1999,0,1999
Costa Rica,1999,131700000,1999
Côte d'Ivoire,1999,144360000,1999
Cuba,1999,4620000,1999
Democratic Republic of Congo,1999,29220000,1999
Dominican Republic,1999,9660000,1999
Ecuador,1999,59280000,1999
El Salvador,1999,113400000,1999
Equatorial Guinea,1999,60000,1999
Ethiopia,1999,109080000,1999
Gabon,1999,120000,1999
Ghana,1999,5640000,1999
Guatemala,1999,280860000,1999
Guinea,1999,18060000,1999
Guyana,1999,60000,1999
Haiti,1999,4320000,1999
Honduras,1999,119220000,1999
India,1999,217320000,1999
Indonesia,1999,306900000,1999
Jamaica,1999,1440000,1999
Kenya,1999,66840000,1999
Lao People's Democratic Republic,1999,11460000,1999
Liberia,1999,900000,1999
Madagascar,1999,27840000,1999
Malawi,1999,3240000,1999
Mexico,1999,261480000,1999
Nepal,1999,0,1999
Nicaragua,1999,59040000,1999
Nigeria,1999,540000,1999
Panama,1999,7080000,1999
Papua New Guinea,1999,79200000,1999
Paraguay,1999,180000,1999
Peru,1999,144420000,1999
Philippines,1999,540000,1999
Rwanda,1999,18840000,1999
Sierra Leone,1999,1380000,1999
Sri Lanka,1999,1020000,1999
Tanzania,1999,38580000,1999
Thailand,1999,29580000,1999
Timor-Leste,1999,0,1999
Togo,1999,19260000,1999
Trinidad & Tobago,1999,180000,1999
Uganda,1999,230460000,1999
Venezuela,1999,27840000,1999
Viet Nam,1999,463620000,1999
Yemen,1999,4080000,1999
Zambia,1999,3060000,1999
Zimbabwe,1999,7860000,1999
Angola,2000,1320000,2000
Bolivia (Plurinational State of),2000,6360000,2000
Brazil,2000,1080960000,2000
Burundi,2000,26640000,2000
Cameroon,2000,72300000,2000
Central African Republic,2000,12180000,2000
Colombia,2000,550620000,2000
Congo,2000,0,2000
Costa Rica,2000,117900000,2000
Côte d'Ivoire,2000,366600000,2000
Cuba,2000,6780000,2000
Democratic Republic of Congo,2000,16860000,2000
Dominican Republic,2000,9300000,2000
Ecuador,2000,41820000,2000
El Salvador,2000,152220000,2000
Equatorial Guinea,2000,0,2000
Ethiopia,2000,118920000,2000
Gabon,2000,60000,2000
Ghana,2000,5460000,2000
Guatemala,2000,291120000,2000
Guinea,2000,17520000,2000
Guyana,2000,60000,2000
Haiti,2000,4380000,2000
Honduras,2000,172740000,2000
India,2000,253740000,2000
Indonesia,2000,321480000,2000
Jamaica,2000,1740000,2000
Kenya,2000,79680000,2000
Lao People's Democratic Republic,2000,15300000,2000
Liberia,2000,240000,2000
Madagascar,2000,12960000,2000
Malawi,2000,3660000,2000
Mexico,2000,318240000,2000
Nepal,2000,0,2000
Nicaragua,2000,82020000,2000
Nigeria,2000,420000,2000
Panama,2000,4320000,2000
Papua New Guinea,2000,62580000,2000
Paraguay,2000,300000,2000
Peru,2000,141720000,2000
Philippines,2000,300000,2000
Rwanda,2000,16200000,2000
Sierra Leone,2000,2400000,2000
Sri Lanka,2000,120000,2000
Tanzania,2000,44400000,2000
Thailand,2000,58200000,2000
Timor-Leste,2000,60000,2000
Togo,2000,16980000,2000
Trinidad & Tobago,2000,180000,2000
Uganda,2000,150780000,2000
Venezuela,2000,2280000,2000
Viet Nam,2000,697080000,2000
Yemen,2000,3480000,2000
Zambia,2000,3900000,2000
Zimbabwe,2000,7020000,2000
Angola,2001,840000,2001
Bolivia (Plurinational State of),2001,4200000,2001
Brazil,2001,1390320000,2001
Burundi,2001,18180000,2001
Cameroon,2001,67500000,2001
Central African Republic,2001,5640000,2001
Colombia,2001,596640000,2001
Congo,2001,0,2001
Costa Rica,2001,121080000,2001
Côte d'Ivoire,2001,245700000,2001
Cuba,2001,6540000,2001
Democratic Republic of Congo,2001,7980000,2001
Dominican Republic,2001,5820000,2001
Ecuador,2001,45360000,2001
El Salvador,2001,91980000,2001
Equatorial Guinea,2001,0,2001
Ethiopia,2001,82560000,2001
Gabon,2001,120000,2001
Ghana,2001,3420000,2001
Guatemala,2001,246600000,2001
Guinea,2001,21360000,2001
Guyana,2001,60000,2001
Haiti,2001,5220000,2001
Honduras,2001,143520000,2001
India,2001,223800000,2001
Indonesia,2001,314580000,2001
Jamaica,2001,1680000,2001
Kenya,2001,65760000,2001
Lao People's Democratic Republic,2001,11880000,2001
Liberia,2001,420000,2001
Madagascar,2001,5220000,2001
Malawi,2001,3840000,2001
Mexico,2001,199980000,2001
Nepal,2001,0,2001
Nicaragua,2001,81900000,2001
Nigeria,2001,420000,2001
Panama,2001,3420000,2001
Papua New Guinea,2001,65700000,2001
Paraguay,2001,60000,2001
Peru,2001,159780000,2001
Philippines,2001,180000,2001
Rwanda,2001,16740000,2001
Sierra Leone,2001,2160000,2001
Sri Lanka,2001,240000,2001
Tanzania,2001,51960000,2001
Thailand,2001,68880000,2001
Timor-Leste,2001,1920000,2001
Togo,2001,11580000,2001
Trinidad & Tobago,2001,180000,2001
Uganda,2001,183600000,2001
Venezuela,2001,1560000,2001
Viet Nam,2001,846360000,2001
Yemen,2001,3960000,2001
Zambia,2001,6900000,2001
Zimbabwe,2001,6300000,2001
Angola,2002,540000,2002
Bolivia (Plurinational State of),2002,4740000,2002
Brazil,2002,1678920000,2002
Burundi,2002,17340000,2002
Cameroon,2002,38400000,2002
Central African Republic,2002,5700000,2002
Colombia,2002,616380000,2002
Congo,2002,0,2002
Costa Rica,2002,107040000,2002
Côte d'Ivoire,2002,195180000,2002
Cuba,2002,3420000,2002
Democratic Republic of Congo,2002,10740000,2002
Dominican Republic,2002,7020000,2002
Ecuador,2002,33900000,2002
El Salvador,2002,91980000,2002
Equatorial Guinea,2002,0,2002
Ethiopia,2002,123300000,2002
Gabon,2002,0,2002
Ghana,2002,1500000,2002
Guatemala,2002,209460000,2002
Guinea,2002,8160000,2002
Guyana,2002,60000,2002
Haiti,2002,2460000,2002
Honduras,2002,162660000,2002
India,2002,213000000,2002
Indonesia,2002,257160000,2002
Jamaica,2002,1560000,2002
Kenya,2002,44160000,2002
Lao People's Democratic Republic,2002,16680000,2002
Liberia,2002,360000,2002
Madagascar,2002,8700000,2002
Malawi,2002,2640000,2002
Mexico,2002,158700000,2002
Nepal,2002,0,2002
Nicaragua,2002,57300000,2002
Nigeria,2002,300000,2002
Panama,2002,4980000,2002
Papua New Guinea,2002,63420000,2002
Paraguay,2002,1260000,2002
Peru,2002,167340000,2002
Philippines,2002,420000,2002
Rwanda,2002,19800000,2002
Sierra Leone,2002,4800000,2002
Sri Lanka,2002,180000,2002
Tanzania,2002,29760000,2002
Thailand,2002,15180000,2002
Timor-Leste,2002,1800000,2002
Togo,2002,6000000,2002
Trinidad & Tobago,2002,120000,2002
Uganda,2002,201480000,2002
Venezuela,2002,11520000,2002
Viet Nam,2002,706260000,2002
Yemen,2002,3660000,2002
Zambia,2002,5940000,2002
Zimbabwe,2002,7140000,2002
Angola,2003,1020000,2003
Bolivia (Plurinational State of),2003,4380000,2003
Brazil,2003,1542660000,2003
Burundi,2003,28560000,2003
Cameroon,2003,48840000,2003
Central African Republic,2003,2400000,2003
Colombia,2003,614640000,2003
Congo,2003,0,2003
Costa Rica,2003,102120000,2003
Côte d'Ivoire,2003,158820000,2003
Cuba,2003,3000000,2003
Democratic Republic of Congo,2003,12720000,2003
Dominican Republic,2003,9060000,2003
Ecuador,2003,37260000,2003
El Salvador,2003,78240000,2003
Equatorial Guinea,2003,0,2003
Ethiopia,2003,133740000,2003
Gabon,2003,60000,2003
Ghana,2003,1500000,2003
Guatemala,2003,229260000,2003
Guinea,2003,21300000,2003
Guyana,2003,60000,2003
Haiti,2003,2220000,2003
Honduras,2003,145500000,2003
India,2003,222420000,2003
Indonesia,2003,287700000,2003
Jamaica,2003,1500000,2003
Kenya,2003,55200000,2003
Lao People's Democratic Republic,2003,13980000,2003
Liberia,2003,420000,2003
Madagascar,2003,7140000,2003
Malawi,2003,2940000,2003
Mexico,2003,155760000,2003
Nepal,2003,120000,2003
Nicaragua,2003,60780000,2003
Nigeria,2003,540000,2003
Panama,2003,5160000,2003
Papua New Guinea,2003,68820000,2003
Paraguay,2003,1860000,2003
Peru,2003,150180000,2003
Philippines,2003,720000,2003
Rwanda,2003,14700000,2003
Sierra Leone,2003,2040000,2003
Sri Lanka,2003,360000,2003
Tanzania,2003,52980000,2003
Thailand,2003,10860000,2003
Timor-Leste,2003,2760000,2003
Togo,2003,4320000,2003
Trinidad & Tobago,2003,120000,2003
Uganda,2003,151320000,2003
Venezuela,2003,15600000,2003
Viet Nam,2003,697860000,2003
Yemen,2003,3300000,2003
Zambia,2003,7800000,2003
Zimbabwe,2003,5820000,2003
Angola,2004,360000,2004
Bolivia (Plurinational State of),2004,5580000,2004
Brazil,2004,1588680000,2004
Burundi,2004,20340000,2004
Cameroon,2004,44040000,2004
Central African Republic,2004,3840000,2004
Colombia,2004,611640000,2004
Congo,2004,0,2004
Costa Rica,2004,85440000,2004
Côte d'Ivoire,2004,154380000,2004
Cuba,2004,1500000,2004
Democratic Republic of Congo,2004,15180000,2004
Dominican Republic,2004,2760000,2004
Ecuador,2004,42240000,2004
El Salvador,2004,79680000,2004
Equatorial Guinea,2004,0,2004
Ethiopia,2004,149460000,2004
Gabon,2004,0,2004
Ghana,2004,1320000,2004
Guatemala,2004,198600000,2004
Guinea,2004,17760000,2004
Guyana,2004,60000,2004
Haiti,2004,1920000,2004
Honduras,2004,166740000,2004
India,2004,218820000,2004
Indonesia,2004,327360000,2004
Jamaica,2004,1740000,2004
Kenya,2004,45240000,2004
Lao People's Democratic Republic,2004,16020000,2004
Liberia,2004,0,2004
Madagascar,2004,7620000,2004
Malawi,2004,1560000,2004
Mexico,2004,141720000,2004
Nepal,2004,60000,2004
Nicaragua,2004,78660000,2004
Nigeria,2004,360000,2004
Panama,2004,5940000,2004
Papua New Guinea,2004,62880000,2004
Paraguay,2004,1020000,2004
Peru,2004,191040000,2004
Philippines,2004,1740000,2004
Rwanda,2004,27000000,2004
Sierra Leone,2004,1380000,2004
Sri Lanka,2004,420000,2004
Tanzania,2004,33180000,2004
Thailand,2004,25200000,2004
Timor-Leste,2004,1320000,2004
Togo,2004,8940000,2004
Trinidad & Tobago,2004,120000,2004
Uganda,2004,157620000,2004
Venezuela,2004,10200000,2004
Viet Nam,2004,891540000,2004
Yemen,2004,2700000,2004
Zambia,2004,6240000,2004
Zimbabwe,2004,6780000,2004
Angola,2005,300000,2005
Bolivia (Plurinational State of),2005,5040000,2005
Brazil,2005,1571880000,2005
Burundi,2005,22260000,2005
Cameroon,2005,42240000,2005
Central African Republic,2005,2820000,2005
Colombia,2005,652260000,2005
Congo,2005,0,2005
Costa Rica,2005,88800000,2005
Côte d'Ivoire,2005,105240000,2005
Cuba,2005,1440000,2005
Democratic Republic of Congo,2005,9480000,2005
Dominican Republic,2005,2520000,2005
Ecuador,2005,59580000,2005
El Salvador,2005,76800000,2005
Equatorial Guinea,2005,0,2005
Ethiopia,2005,146100000,2005
Gabon,2005,0,2005
Ghana,2005,1080000,2005
Guatemala,2005,207960000,2005
Guinea,2005,16740000,2005
Guyana,2005,60000,2005
Haiti,2005,1500000,2005
Honduras,2005,143520000,2005
India,2005,169740000,2005
Indonesia,2005,404640000,2005
Jamaica,2005,900000,2005
Kenya,2005,40380000,2005
Lao People's Democratic Republic,2005,14220000,2005
Liberia,2005,60000,2005
Madagascar,2005,5760000,2005
Malawi,2005,1260000,2005
Mexico,2005,119100000,2005
Nepal,2005,60000,2005
Nicaragua,2005,60180000,2005
Nigeria,2005,480000,2005
Panama,2005,5400000,2005
Papua New Guinea,2005,72000000,2005
Paraguay,2005,1440000,2005
Peru,2005,142140000,2005
Philippines,2005,2040000,2005
Rwanda,2005,14160000,2005
Sierra Leone,2005,1200000,2005
